,p_GEO.id2,p_GEO.display-label,p_HC01_VC03
21924,4221648,"Easton city, Pennsylvania",27045
6074,1701114,"Alton city, Illinois",27037
2377,623042,"Eureka city, California",27024
23308,4501360,"Anderson city, South Carolina",27011
3408,684921,"West Whittier-Los Nietos CDP, California",27002
4328,1219212,"East Lake-Orient Park CDP, Florida",26989
16879,3603078,"Auburn city, New York",26962
27525,5327785,"Graham CDP, Washington",26939
16207,3455950,"Paramus borough, New Jersey",26919
11334,2465600,"Reisterstown CDP, Maryland",26903
18689,3767420,"Thomasville city, North Carolina",26901
9322,2025325,"Garden City city, Kansas",26900
11933,2631420,"Garden City city, Michigan",26889
11654,2572250,"Wakefield CDP, Massachusetts",26823
11175,2441475,"Ilchester CDP, Maryland",26804
13429,2833700,"Horn Lake city, Mississippi",26804
10033,2139142,"Independence city, Kentucky",26772
14005,2927190,"Gladstone city, Missouri",26738
6789,1745694,"McHenry city, Illinois",26730
20372,3986548,"Wooster city, Ohio",26723
2881,651560,"Norco city, California",26711
46,105980,"Bessemer city, Alabama",26697
6410,1722255,"East St. Louis city, Illinois",26678
24137,4708540,"Bristol city, Tennessee",26668
2676,641124,"Lemon Grove city, California",26645
27210,5172272,"Short Pump CDP, Virginia",26624
24796,4814920,"Cibolo city, Texas",26602
4954,1273287,"University Park CDP, Florida",26565
29000,5577200,"Stevens Point city, Wisconsin",26526
6125,1704078,"Batavia city, Illinois",26499
4827,1261500,"Rockledge city, Florida",26497
29015,5578650,"Superior city, Wisconsin",26473
25037,4826736,"Fort Hood CDP, Texas",26472
13526,2855760,"Pearl city, Mississippi",26468
2948,655520,"Paradise town, California",26437
17954,3678608,"Watertown city, New York",26437
13134,2759998,"Shoreview city, Minnesota",26432
25115,4830920,"Greenville city, Texas",26403
4046,984970,"Wethersfield CDP, Connecticut",26395
3376,683542,"Wasco city, California",26378
15238,3117670,"Fremont city, Nebraska",26356
19822,3948790,"Medina city, Ohio",26348
17825,3667851,"Smithtown CDP, New York",26340
4701,1250630,"Oakleaf Plantation CDP, Florida",26315
21489,4180150,"West Linn city, Oregon",26307
28812,5554875,"Mount Pleasant village, Wisconsin",26300
6635,1736750,"Huntley village, Illinois",26265
26110,4873057,"Timberwood Park CDP, Texas",26236
19225,3903828,"Barberton city, Ohio",26230
11218,2447450,"Lochearn CDP, Maryland",26205
6242,1711163,"Carbondale city, Illinois",26196
20377,3986772,"Xenia city, Ohio",26193
17668,3658442,"Plainview CDP, New York",26141
4171,1204162,"Bayonet Point CDP, Florida",26126
17312,3635056,"Holbrook CDP, New York",26117
11470,2509875,"Burlington CDP, Massachusetts",26103
7317,1777694,"Vernon Hills village, Illinois",26084
1067,423760,"Florence town, Arizona",26066
15730,3270900,"Summerlin South CDP, Nevada",26059
5146,1313492,"Carrollton city, Georgia",26054
6676,1738934,"Kankakee city, Illinois",26036
3330,680994,"Twentynine Palms city, California",25995
4259,1212425,"Citrus Park CDP, Florida",25994
3225,673220,"South Pasadena city, California",25974
11457,2505105,"Belmont CDP, Massachusetts",25965
2081,608058,"Brawley city, California",25959
11206,2445900,"Laurel city, Maryland",25913
8275,1914430,"Clinton city, Iowa",25892
25287,4839352,"Kingsville city, Texas",25875
18664,3764740,"Statesville city, North Carolina",25872
18047,3702080,"Asheboro city, North Carolina",25863
11083,2425150,"Edgewood CDP, Maryland",25858
4928,1271400,"Temple Terrace city, Florida",25853
13045,2753026,"Ramsey city, Minnesota",25853
28820,5555750,"Neenah city, Wisconsin",25821
24550,4802272,"Alvin city, Texas",25811
8100,1886372,"Zionsville town, Indiana",25810
5142,1312988,"Canton city, Georgia",25806
2612,639122,"Lafayette city, California",25792
26207,4877728,"West Odessa CDP, Texas",25781
11611,2556165,"Reading CDP, Massachusetts",25769
19587,3931860,"Green city, Ohio",25741
11560,2541200,"Milford CDP, Massachusetts",25738
1459,510300,"Cabot city, Arkansas",25732
21126,4082950,"Yukon city, Oklahoma",25729
12130,2656020,"Mount Pleasant city, Michigan",25711
22327,4242168,"Lebanon city, Pennsylvania",25703
6926,1752584,"New Lenox village, Illinois",25701
20255,3977588,"Troy city, Ohio",25694
4480,1233250,"Immokalee CDP, Florida",25686
6584,1733383,"Harvey city, Illinois",25685
266,135800,"Homewood city, Alabama",25678
26524,4967825,"Saratoga Springs city, Utah",25671
11244,2452300,"Middle River CDP, Maryland",25654
13010,2749300,"Owatonna city, Minnesota",25613
3213,672520,"Soledad city, California",25603
18463,3743480,"Mint Hill town, North Carolina",25600
12515,2710972,"Chaska city, Minnesota",25578
24820,4815988,"Colleyville city, Texas",25557
16256,3463000,"Ridgewood village, New Jersey",25554
26808,5113720,"Cave Spring CDP, Virginia",25542
2678,641152,"Lemoore city, California",25525
27185,5170000,"Salem city, Virginia",25521
14066,2931276,"Hazelwood city, Missouri",25505
13041,2752594,"Prior Lake city, Minnesota",25452
6839,1748242,"Melrose Park village, Illinois",25447
10900,2371990,"South Portland city, Maine",25431
3052,660242,"Reedley city, California",25419
3285,678138,"Temescal Valley CDP, California",25411
13251,2769970,"White Bear Lake city, Minnesota",25411
13341,2814420,"Clinton city, Mississippi",25398
17620,3655530,"Ossining village, New York",25386
20385,3988084,"Zanesville city, Ohio",25378
11482,2516530,"Dedham CDP, Massachusetts",25377
27644,5343150,"Maple Valley city, Washington",25375
4472,1232610,"Horizon West CDP, Florida",25365
2894,652379,"North Tustin CDP, California",25364
6147,1705092,"Belvidere city, Illinois",25358
13471,2844520,"Madison city, Mississippi",25350
7411,1783349,"Woodstock city, Illinois",25340
8222,1909550,"Burlington city, Iowa",25330
4529,1236550,"Key West city, Florida",25316
2514,633308,"Hercules city, California",25260
24599,4805372,"Balch Springs city, Texas",25236
14026,2928324,"Grandview city, Missouri",25226
2440,628112,"Galt city, California",25222
16888,3604143,"Baldwin CDP, New York",25214
6764,1744225,"Lockport city, Illinois",25198
12372,2688900,"Wyandotte city, Michigan",25175
1905,574540,"West Memphis city, Arkansas",25152
20140,3970380,"Sandusky city, Ohio",25139
12514,2710918,"Chanhassen city, Minnesota",25108
4677,1248625,"New Smyrna Beach city, Florida",25103
3133,668112,"San Lorenzo CDP, California",25101
1298,470355,"Sun City West CDP, Arizona",25085
3339,681638,"Valinda CDP, California",25080
19159,3886220,"Williston city, North Dakota",25072
21502,4183750,"Woodburn city, Oregon",25067
20099,3967468,"Riverside city, Ohio",25064
3540,816110,"Columbine CDP, Colorado",25060
7368,1780645,"Westmont village, Illinois",25040
2347,621796,"El Cerrito city, California",24982
13590,2870240,"Starkville city, Mississippi",24954
15278,3121415,"Hastings city, Nebraska",24948
15907,3407600,"Bridgeton city, New Jersey",24948
20439,4006400,"Bixby city, Oklahoma",24939
4882,1267258,"South Bradenton CDP, Florida",24935
11386,2475725,"Suitland CDP, Maryland",24927
20410,4002600,"Ardmore city, Oklahoma",24927
11985,2638780,"Holt CDP, Michigan",24912
3125,667056,"Sanger city, California",24883
12411,2702908,"Austin city, Minnesota",24882
22161,4233408,"Hazleton city, Pennsylvania",24882
10156,2158836,"Paducah city, Kentucky",24879
24751,4812580,"Canyon Lake CDP, Texas",24877
15943,3413570,"Cliffside Park borough, New Jersey",24861
5961,1654550,"Moscow city, Idaho",24833
6432,1723724,"Elmwood Park village, Illinois",24831
6414,1722697,"Edwardsville city, Illinois",24823
23522,4545115,"Mauldin city, South Carolina",24813
16118,3441100,"Lodi borough, New Jersey",24805
28446,5511950,"Caledonia village, Wisconsin",24803
26813,5114744,"Chantilly CDP, Virginia",24802
25704,4855080,"Paris city, Texas",24801
16303,3468370,"Somerset CDP, New Jersey",24779
27661,5345005,"Mercer Island city, Washington",24768
6309,1715599,"Collinsville city, Illinois",24767
23289,4449960,"Newport city, Rhode Island",24745
23,102956,"Athens city, Alabama",24735
28816,5555275,"Muskego city, Wisconsin",24731
4279,1214412,"Coral Terrace CDP, Florida",24723
26534,4971070,"South Salt Lake city, Utah",24722
389,155200,"Northport city, Alabama",24708
8796,1960465,"Ottumwa city, Iowa",24705
28519,5519775,"De Pere city, Wisconsin",24695
26145,4874492,"University Park city, Texas",24692
4924,1271150,"Tarpon Springs city, Florida",24686
128,119648,"Daphne city, Alabama",24685
4741,1254275,"Palmetto Bay village, Florida",24679
12002,2640680,"Inkster city, Michigan",24670
9289,2021275,"Emporia city, Kansas",24636
7483,1808416,"Brownsburg town, Indiana",24625
12338,2682960,"Walker city, Michigan",24618
12345,2684800,"Waverly CDP, Michigan",24589
3122,666140,"San Fernando city, California",24581
20915,4059850,"Ponca City city, Oklahoma",24579
8422,1928515,"Fort Dodge city, Iowa",24566
26969,5136648,"Herndon town, Virginia",24545
3178,670882,"Selma city, California",24537
4738,1254175,"Palm City CDP, Florida",24537
6494,1727884,"Freeport city, Illinois",24537
26738,5104088,"Bailey's Crossroads CDP, Virginia",24521
3172,670686,"Seal Beach city, California",24510
11280,2456725,"North Laurel CDP, Maryland",24510
7623,1825450,"Franklin city, Indiana",24489
19209,3902736,"Athens city, Ohio",24486
17736,3663264,"Rockville Centre village, New York",24485
1987,602980,"Ashland CDP, California",24477
25914,4865036,"San Benito city, Texas",24474
4747,1254450,"Palm Springs village, Florida",24455
25048,4827540,"Fresno CDP, Texas",24426
13349,2815380,"Columbus city, Mississippi",24409
6621,1735835,"Homer Glen village, Illinois",24403
26183,4876672,"Watauga city, Texas",24391
18275,3725300,"Fuquay-Varina town, North Carolina",24373
4702,1250638,"Oak Ridge CDP, Florida",24368
15413,3134615,"Norfolk city, Nebraska",24352
20254,3977504,"Trotwood city, Ohio",24348
27029,5145784,"Lincolnia CDP, Virginia",24344
9413,2035750,"Junction City city, Kansas",24336
6778,1745031,"Loves Park city, Illinois",24320
13553,2862520,"Ridgeland city, Mississippi",24312
25898,4864064,"Sachse city, Texas",24303
27229,5175216,"Staunton city, Virginia",24273
4526,1236462,"Keystone CDP, Florida",24236
11281,2456875,"North Potomac CDP, Maryland",24236
12155,2659140,"Norton Shores city, Michigan",24234
26574,4981960,"Washington city, Utah",24231
11095,2427250,"Fairland CDP, Maryland",24226
10750,2275180,"Terrytown CDP, Louisiana",24216
12512,2710846,"Champlin city, Minnesota",24209
5139,1312834,"Candler-McAfee CDP, Georgia",24204
5685,1507470,"Ewa Gentry CDP, Hawaii",24181
2108,609598,"Calabasas city, California",24169
7421,1784220,"Zion city, Illinois",24157
16308,3469390,"South Plainfield borough, New Jersey",24154
2256,617498,"Cudahy city, California",24146
11113,2429525,"Fort Washington CDP, Maryland",24144
15417,3135000,"North Platte city, Nebraska",24135
17469,3646404,"Medford CDP, New York",24129
17646,3656979,"Peekskill city, New York",24111
2231,616378,"Coronado city, California",24053
1076,425300,"Fountain Hills town, Arizona",24047
3068,661068,"Riverbank city, California",24047
15932,3410750,"Carteret borough, New Jersey",24040
4963,1274200,"Vero Beach South CDP, Florida",24029
24811,4815628,"Cloverleaf CDP, Texas",24023
18373,3735600,"Kernersville town, North Carolina",23988
6834,1747774,"Maywood village, Illinois",23981
2707,642370,"Loma Linda city, California",23961
27433,5314940,"Cottage Lake CDP, Washington",23941
12621,2718674,"Elk River city, Minnesota",23924
4861,1264825,"Sebastian city, Florida",23923
3989,954940,"North Haven CDP, Connecticut",23877
18475,3744520,"Morrisville town, North Carolina",23873
16199,3454690,"Old Bridge CDP, New Jersey",23871
8738,1955110,"Muscatine city, Iowa",23852
19357,3913190,"Centerville city, Ohio",23847
4449,1230025,"Hialeah Gardens city, Florida",23834
29281,5667235,"Rock Springs city, Wyoming",23820
1836,563020,"Searcy city, Arkansas",23819
28782,5551150,"Mequon city, Wisconsin",23787
29060,5583975,"Watertown city, Wisconsin",23730
2296,619318,"Dinuba city, California",23712
9255,2017800,"Derby city, Kansas",23712
2011,604415,"Bay Point CDP, California",23708
5881,1623410,"Eagle city, Idaho",23708
3089,662910,"Rosemont CDP, California",23700
24845,4817060,"Corsicana city, Texas",23695
27335,5303736,"Bainbridge Island city, Washington",23689
2009,604030,"Barstow city, California",23609
26898,5126496,"Fairfax city, Virginia",23580
12644,2720546,"Faribault city, Minnesota",23577
23632,4567390,"Socastee CDP, South Carolina",23567
21237,4126200,"Forest Grove city, Oregon",23554
11679,2580195,"Wilmington CDP, Massachusetts",23538
3405,684780,"West Rancho Dominguez CDP, California",23537
5397,1348624,"McDonough city, Georgia",23504
19216,3903464,"Avon Lake city, Ohio",23489
3404,684774,"West Puente Valley CDP, California",23487
4745,1254387,"Palm River-Clair Mel CDP, Florida",23484
12238,2669420,"Romulus city, Michigan",23479
13079,2755726,"Rosemount city, Minnesota",23474
23751,4607580,"Brookings city, South Dakota",23471
25504,4846776,"Marshall city, Texas",23449
13317,2808300,"Brandon city, Mississippi",23421
17367,3639727,"Kingston city, New York",23419
7117,1765338,"Rolling Meadows city, Illinois",23418
4197,1206875,"Bloomingdale CDP, Florida",23395
6880,1750647,"Morton Grove village, Illinois",23391
3901,885485,"Windsor town, Colorado",23386
4990,1275725,"Wekiwa Springs CDP, Florida",23359
5039,1278800,"Wright CDP, Florida",23348
24901,4819900,"Denison city, Texas",23342
13711,2904384,"Belton city, Missouri",23299
11152,2434775,"Greenbelt city, Maryland",23289
4995,1276062,"Westchase CDP, Florida",23287
27259,5179950,"Tysons CDP, Virginia",23236
2613,639178,"Laguna Beach city, California",23224
15796,3339300,"Keene city, New Hampshire",23204
21160,4105950,"Bethany CDP, Oregon",23177
4287,1215475,"Crestview city, Florida",23159
23442,4530895,"Greenwood city, South Carolina",23148
1886,571480,"Van Buren city, Arkansas",23135
27288,5184976,"West Springfield CDP, Virginia",23106
6380,1720292,"Dolton village, Illinois",23091
14631,2978154,"Webster Groves city, Missouri",23069
20179,3972928,"Solon city, Ohio",23068
4931,1271567,"The Crossings CDP, Florida",23062
10938,2402275,"Arnold CDP, Maryland",23041
27302,5187410,"Woodlawn CDP (Fairfax County), Virginia",23041
6757,1743939,"Lisle village, Illinois",23024
7834,1851912,"Munster town, Indiana",23005
6790,1745726,"Machesney Park village, Illinois",23002
4477,1232967,"Hunters Creek CDP, Florida",22999
20591,4021900,"Duncan city, Oklahoma",22998
12163,2660340,"Okemos CDP, Michigan",22989
951,402430,"Anthem CDP, Arizona",22980
6409,1722164,"East Peoria city, Illinois",22962
13622,2876720,"Vicksburg city, Mississippi",22961
409,158848,"Pelham city, Alabama",22941
10796,2302060,"Auburn city, Maine",22941
7680,1833466,"Highland town, Indiana",22938
27814,5364380,"Silver Firs CDP, Washington",22937
25282,4839040,"Kerrville city, Texas",22931
17053,3618146,"Copiague CDP, New York",22926
7123,1765806,"Roselle village, Illinois",22925
19813,3948160,"Marysville city, Ohio",22924
23654,4571395,"Taylors CDP, South Carolina",22919
12561,2714158,"Crystal city, Minnesota",22910
10395,2214135,"Chalmette CDP, Louisiana",22907
21361,4152100,"Newberg city, Oregon",22898
11199,2445325,"Landover CDP, Maryland",22852
20290,3980304,"Wadsworth city, Ohio",22843
15158,3110110,"Columbus city, Nebraska",22834
4501,1235050,"Jacksonville Beach city, Florida",22833
4432,1228400,"Haines City city, Florida",22826
17126,3622733,"East Patchogue CDP, New York",22796
